Rank,Name,Neighborhood,Zoning Type,Plot Size,Building Size,Distance to Ocean,Distance to Bay,Max # of Floors,Min # of Floors,Plot Area (m²),Min Building Height (m),Max Building Height (m),Distance to Ocean (m),Distance to Bay (m),tokenId
1323,DZ-166,District ZERO,Industrial,Micro,Lowrise,Far,Far,8,6,2232,32,40,925,929,805865907831248274959938624503330243149180943386627184142306296106329114444
1323,DZ-167,District ZERO,Industrial,Micro,Lowrise,Far,Far,8,6,2289,32,40,870,978,2355646312729962200993331881725991026568799220218472102340612742070268788900
1323,DZ-168,District ZERO,Industrial,Micro,Lowrise,Far,Far,8,6,2378,32,40,781,1054,80699714822864650519911366121392076743339010096170508624665554894335754228205
1323,DZ-188,District ZERO,Industrial,Micro,Lowrise,Far,Far,8,6,2390,32,40,760,1130,97597956203833714945582639493150444460868030096980703143548280013602986506557
1323,DZ-189,District ZERO,Industrial,Micro,Lowrise,Far,Far,15,12,2393,62,77,698,1183,2791774461096223306616860342781122589153746687694151721100960665807339445025
1323,DZ-210,District ZERO,Industrial,Micro,Lowrise,Far,Far,8,6,2398,32,40,1486,663,64462244565782352507094542123782405690965704547396090268774253256144528143010
1323,DZ-216,District ZERO,Industrial,Micro,Lowrise,Far,Far,15,12,2013,60,75,662,1308,91315436765385522019845489525122580180886171512824381754405775504028841864421
1323,DZ-231,District ZERO,Industrial,Micro,Lowrise,Far,Far,9,7,1461,36,45,1083,1050,10295112333315161432596666575031240779687380182849083900265070423644309891070
1323,DZ-370,District ZERO,Industrial,Micro,Lowrise,Far,Far,8,6,2158,32,40,1053,720,17484498535158814835490013377705300498052920577823311326746958123415780202514
1323,DZ-438,District ZERO,Industrial,Micro,Lowrise,Far,Far,8,6,2264,32,40,641,721,1193109953695398779963267009604888523462787578581084067987019660583542004979
1336,TG-223,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,4,3,2769,16,20,3698,1057,4732246673026508005824640568556594486510092919322057682645208996835525644741
1336,TG-228,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,4,3,3135,16,20,3706,1079,91629385984320186365378455110629891155551687941377128396930473161971346916753
1336,TG-232,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,4,3,3135,18,22,3712,1101,67431866938738613674490602508308725487179543738481094207541645252804441787209
1336,TG-242,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,6,5,2855,27,33,3722,1145,87953943231752534321245386024698479808684647297666295470315200930270613009928
1336,TG-243,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,5,4,2606,23,28,3590,1137,70875771245798161693746551260716378379057443457635500802832433408637384980396
1336,TG-342,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,4,3,2484,16,20,4243,638,6960266388083516071242499938767414853242336514545017823199945811282366052840
1336,TG-361,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,4,3,3252,16,20,4140,630,110843392037541936414340403015808155137495808266865306473033908815676346982789
1336,TG-365,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,4,3,3253,16,20,4160,606,20031461274691502382561168509875886676656436908676852266522304627056695345522
1336,TG-366,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,4,3,3449,16,20,3896,759,39801418404999478295247294270784392936205288703867436426218120729882042366869
1336,TG-368,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,4,4,2641,20,24,4105,623,57551994731266656578539260175569091696613362453745238000886895926955254388764
1336,TG-448,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,5,4,2480,20,25,3268,754,28281729291072035404093618813002362478003472464210877003994664151524712091310
1336,TG-449,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,4,3,2478,16,20,3248,769,97751355822422508264497071554277630013913376438954031945648710063935432029175
1336,TG-450,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,6,5,2476,25,31,3229,780,102228270028466226475081982059645126056561563345107356321772074684713830603803
1336,TG-465,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,5,4,2535,22,27,2981,801,47111913147893876585250228945649459244927773833920675246265590420528559327706
1336,TG-468,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,5,4,3187,24,29,2953,769,83865320245973106353474736303491659858078587328371651157037799077087680476652
1336,TG-479,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,4,3,2803,16,20,2924,733,46740687135480927505974109783374634899848904088178000260180479150659091062414
1336,TG-480,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,4,3,3285,16,20,2851,734,55757270492095020622894129533794106330246944271741346100868488822502282872586
1336,TG-485,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Far,6,5,2419,26,32,2896,698,75744990208024426436923899167860970966204822174063614126476433069242265044717
1354,TG-259,Tranquility Gardens,Industrial,Micro,Lowrise,Far,Far,8,6,2139,33,41,3313,1358,86008340283873621176305089060855201980487604952247947901022943132258535771934
1354,TG-516,Tranquility Gardens,Industrial,Micro,Lowrise,Far,Far,8,6,1888,32,40,2952,611,100942683788972798536276882692094123895140169573854298577678658511356687179317
1356,HH-897,Haven Heights,Residential,Mini,Lowrise,Medium,Far,4,3,2690,17,21,452,630,78251136942905168470144453595767075477317563365335564512821398209482880905318
1357,DZ-618,District ZERO,Commercial,Micro,Lowrise,Medium,Medium,4,3,1954,17,21,492,533,10318690317730298856276099180520136706074045358460560456602965862654622803153
1357,DZ-627,District ZERO,Commercial,Micro,Lowrise,Medium,Medium,5,4,1644,20,25,423,517,5167865379226638651246671872619310621862874593504035448175073674302755682633
1357,DZ-635,District ZERO,Commercial,Micro,Lowrise,Medium,Medium,10,8,1574,42,52,341,490,19671193349146425608070998923301323979172103043203689198059981220281768131521
1360,NS-353,North Star,Commercial,Mini,Lowrise,Far,Medium,4,3,2616,17,21,1130,564,68857405317192695496805435964692435911173762695183974719477372223633856442436
1360,NS-672,North Star,Commercial,Mini,Lowrise,Far,Medium,4,3,3511,17,21,2020,324,13631444042269677206293737029370153333086072949757956343311085756876791831890
1360,NS-683,North Star,Commercial,Mini,Lowrise,Far,Medium,3,2,2714,12,15,2013,368,25622505609633841088778866338314666810791448718436857515593643980525326624504
1360,NS-691,North Star,Commercial,Mini,Lowrise,Far,Medium,2,2,2644,10,12,2074,382,34995007681827104600975384815187867232260753015708504016944450845188510850954
1360,NS-692,North Star,Commercial,Mini,Lowrise,Far,Medium,3,2,2641,12,15,2015,407,12556077953125939709185018538513155149905928915940370059966539806424372551378
1365,NS-86,North Star,Industrial,Micro,Lowrise,Far,Medium,11,9,1722,46,57,652,343,104744682722440003710951823950655310296238511388993795973667260801209226506823
1365,NS-392,North Star,Industrial,Micro,Lowrise,Far,Medium,3,2,2336,12,15,1217,560,98792369402887470342161918339914960597609423486189282716038593650142915903948
1365,NS-776,North Star,Industrial,Micro,Lowrise,Far,Medium,9,8,2012,40,49,1040,579,48195747489012689286405313383322141809889374133253142701355413151779380898560
1368,NS-6,North Star,Commercial,Micro,Lowrise,Medium,Close,3,3,2203,15,18,427,122,106541553712726589809051235160963253861540948701639270938497051153792635210486
1368,NS-12,North Star,Commercial,Micro,Lowrise,Medium,Close,3,3,2203,15,18,439,144,96613424734394868800218155389339093322937349986226708985961771814886922724550
1368,NS-17,North Star,Commercial,Micro,Lowrise,Medium,Close,3,3,2203,15,18,451,166,4856605086614842994727312433463883879141316012018149460583371017266817371025
1368,NS-21,North Star,Commercial,Micro,Lowrise,Medium,Close,6,5,1634,28,34,538,154,28616872883257522953890206207411432149118396344788416496587839352781271604693
1368,NS-36,North Star,Commercial,Micro,Lowrise,Medium,Close,4,3,2036,18,22,584,210,93267883185371452872521731612159060443417540727749397313418407416882715391887
1368,NS-37,North Star,Commercial,Micro,Lowrise,Medium,Close,5,4,2039,20,25,555,240,113220133207248140326928785242925717522569539986931797433506266161017669397188
1368,NS-38,North Star,Commercial,Micro,Lowrise,Medium,Close,4,3,2042,17,21,528,272,14278407111517704201794267365236481412246346074837277350340821316657711263323
1375,DZ-59,District ZERO,Residential,Mini,Lowrise,Far,Medium,4,3,2484,19,23,2018,387,44642302911843723453970452022938703039476490198799116816818630093490967244331
1376,HH-297,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2559,18,22,1671,367,98369007176923764624324808304298006049093764210090819077576020708486257035486
1376,HH-298,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2538,16,20,1626,396,83047270874070967503680466968832012404495023096016890881054519920026342958524
1376,HH-340,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2518,18,22,1741,334,67220808534685586216069131297741884479257860642388568542983568328852151078110
1376,HH-341,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2518,16,20,1703,361,86021398786744485241026490266008797004885648462632989465985442650273960648575
1376,HH-342,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2475,17,21,1666,392,19260251225387291960955490795923930261789150044166438047743729541497509128201
1376,HH-709,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,3125,16,20,1633,318,44431918900933726996116894206935922190644351050677223625803911633631501403923
1376,HH-712,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,6,5,3122,28,34,1638,337,73479396715536947876017069546534962153397420039515099833858335486667591286142
1376,HH-713,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2533,16,20,1159,502,99116615996295673469477895972160883378164904237157480558861653257337682066396
1376,HH-720,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2461,18,22,1153,517,22320772189439260647822160049241509760342748643347045642603427815184610564327
1376,HH-723,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2701,18,22,1797,382,26126918173943878078459098031080638430441426326602149313936906119522100697361
1376,HH-724,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2473,16,20,1651,378,4558051486857474625412669205463762007825429305237854323777476707210481394534
1376,HH-728,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2442,16,20,1789,382,41189128850030102739271119849443353075830103635254280592430069349707902554872
1376,HH-750,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2505,16,20,1340,528,62493372313595462815466021678065531351306886685700878642841121280678863816046
1376,HH-751,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2505,16,20,1291,546,18180207297798522702896788454200024491526732794509108447045373800618316003702
1376,HH-752,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2468,18,22,1242,567,82759954928050487741191690407689735525017327404597587870322093021232648881611
1376,HH-759,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,7,6,2522,30,37,1442,551,77684729914942161369736454266622172336035085312902035058765938054879389970333
1376,HH-765,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2522,16,20,1388,568,3037380813964440401929783316639136186735519390078681941373417882898010208802
1376,HH-766,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2495,16,20,1240,580,65080262245199820649474799008060659339424477238095258175648340807094226517012
1376,HH-774,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,3,3,2836,15,18,1441,524,26584312799707724773972739255582507182869664569295157638969518440327763790820
1376,HH-775,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,3,3,2891,15,18,1441,504,71500004695822526567412849472711519695678199654687166351158629731692945252323
1376,HH-783,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,3,3,2893,15,18,1440,484,103183297857336634339038372671031612185516532898066398572549643109642169220643
1376,HH-784,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,3047,16,20,936,561,17745252929422486774815864969575981291353555587910281070801257462606743487203
1376,HH-787,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2500,17,21,1153,460,62473893143819320633182067704291561398575686043415613197897998450459847669866
1376,HH-788,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2491,16,20,1096,473,53099470938607317829121770995582143351914000086150399711559708626657580860107
1376,HH-796,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2959,16,20,991,486,25476579358907755951471085819005274120670247479998468385874844153630040724121
1376,HH-797,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,3,3,2647,15,18,1439,425,30691561675226119541606663234496231029732256966650281915969644540037814628388
1376,HH-799,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,3040,16,20,1595,348,72200680017165754526623639148558852305953410708137430210490021591214517974904
1376,HH-803,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,6,4,3099,24,30,1595,328,113989404128435501115122848820728546316592069171654332742508024671810854905482
1376,HH-810,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2439,16,20,1170,324,17232636827843633437935292010935622497362098214983741305251153870346499839383
1376,HH-811,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2502,16,20,1132,333,96933378668467047508217706696322338305372504810365090130530903741771378727426
1376,HH-855,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,4,3118,20,24,728,333,2292148237606475906023884643710961415967453430124452435016926270961893907679
1376,HH-876,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,3495,16,20,752,303,91083584825710001365443874499215330442568917816355177244492923914499004540120
1376,HH-925,Haven Heights,Commercial,Mini,Lowrise,Far,Medium,4,3,2944,16,20,607,549,79088194386707308645105844517877140351167162857424802969741526048845549987778
1409,HH-56,Haven Heights,Industrial,Micro,Lowrise,Far,Medium,4,3,2326,18,22,1014,305,78077979688856297549674538966487207465666358488053491986130176663709894372746
1410,DZ-629,District ZERO,Residential,Micro,Lowrise,Medium,Close,4,3,1757,16,20,530,157,59499726988823327972027758287015748076007906617889658520755061902425493835227
1410,DZ-630,District ZERO,Residential,Micro,Lowrise,Medium,Close,4,3,2072,16,20,493,246,24822307644325741289323574234626319553027737143659767845050026710849560584293
1410,DZ-638,District ZERO,Residential,Micro,Lowrise,Medium,Close,4,3,1669,16,20,403,125,34793328858172029276577795846479238484606109524322466333413034128107508392525
1410,DZ-639,District ZERO,Residential,Micro,Lowrise,Medium,Close,4,3,1673,17,21,367,208,12317937022831425668316835322019207285984313994326716410001556001027494250943
1410,DZ-640,District ZERO,Residential,Micro,Lowrise,Medium,Close,4,3,1638,19,23,359,235,83538992063041887437737195443207539118559706782336421562335739379471193344691
1410,DZ-644,District ZERO,Residential,Micro,Lowrise,Medium,Close,4,3,1326,18,22,351,113,54449759512809350288336525391947018366890249308469774280304626787614303727387
1410,DZ-645,District ZERO,Residential,Micro,Lowrise,Medium,Close,4,3,1668,16,20,337,139,52450167869174392931698069470198815932564975790155063742488046816600072102683
1410,DZ-646,District ZERO,Residential,Micro,Lowrise,Medium,Close,4,3,1660,18,22,323,168,112525018137929081418221798714258308041969786348937826719275895677230655562009
1410,DZ-647,District ZERO,Residential,Micro,Lowrise,Medium,Close,5,4,1623,23,28,302,222,73844905554205913676426993657691529969651650808719850120029153915797801775681
1419,HH-631,Haven Heights,Residential,Mini,Lowrise,Far,Close,4,3,2456,18,22,1523,114,24453535768260244400585722953233074465211846311164101806346957756566717329630
1419,HH-676,Haven Heights,Residential,Mini,Lowrise,Far,Close,3,3,2486,16,19,1605,205,22354986227650896786187126773955765750130854343865549737818494797202810366359
1419,HH-830,Haven Heights,Residential,Mini,Lowrise,Far,Close,3,3,2426,15,18,716,278,45361783205334580414983761280272086015318963858642757287032510803379351533563
1422,SM-141,Space Mind,Commercial,Micro,Lowrise,Medium,Far,4,3,1633,18,22,398,1652,103767460098012346373328196846024243584586944109704579150636068258806481148851
1422,SM-172,Space Mind,Commercial,Micro,Lowrise,Medium,Far,7,6,1293,30,37,339,1661,84649556881316779997283181055685458374750637662448095239653695428922985719414
1422,SM-183,Space Mind,Commercial,Micro,Lowrise,Medium,Far,6,5,1215,26,32,396,1581,16468571317159258729309883318787517307550796239153417471902424311966738552884
1422,SM-186,Space Mind,Commercial,Micro,Lowrise,Medium,Far,4,3,1315,16,20,326,1650,81618454409181410043078163301945885498684248293903733619836062480465787626621
1422,SM-197,Space Mind,Commercial,Micro,Lowrise,Medium,Far,4,3,1357,17,21,361,1589,43378957540637989148361432217815834848530384167778400572072795967960587331935
1422,SM-215,Space Mind,Commercial,Micro,Lowrise,Medium,Far,4,3,1350,16,20,307,1629,46779496329652470570249993155255250467902941593176059369852998919705855084344
